pair_id,category,split,lost_image,found_image,positive_caption,hard_negative_caption
tumbler_016,Tumblers,train,lost_tumbler_16.png,found_tumbler_16.png,"Tan/khaki RIC ""Creative Life"" insulated tumbler, matte finish, matching tan screw-top spout lid, dark brown rubber boot base, product tag attached at neck","Tan/khaki RIC ""Creative Life"" insulated tumbler, matte finish, matching tan screw-top spout lid, black rubber boot base, product tag attached at neck"
tumbler_017,Tumblers,train,lost_tumbler_17.png,found_tumbler_17.png,"Solid ruby-red RIC ""Creative Life"" insulated tumbler, matte finish, matching red flip-top straw lid with red D-ring loop, braided red-and-navy paracord wrist handle with red carabiner clip","Solid ruby-red RIC ""Creative Life"" insulated tumbler, matte finish, matching red flip-top straw lid with red D-ring loop, braided red-and-navy paracord wrist handle with black carabiner clip"
tumbler_018,Tumblers,train,lost_tumbler_18.png,found_tumbler_18.png,"Solid purple RIC ""Creative Life"" insulated tumbler, matte finish, matching purple screw-top spout lid with chevron texture, braided purple-and-pink paracord wrist handle with purple buckle clasps, purple D-ring carabiner","Solid purple RIC ""Creative Life"" insulated tumbler, matte finish, matching purple screw-top spout lid with chevron texture, thin single-cord purple wrist loop with purple buckle clasps, purple D-ring carabiner"
tumbler_019,Tumblers,train,lost_tumbler_19.png,found_tumbler_19.png,"Teal-to-black gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching teal screw-top spout lid, teal paracord shoulder strap with teal buckle clasps, black rubber boot base","Teal-to-black gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching teal flip-top straw lid, teal paracord shoulder strap with teal buckle clasps, black rubber boot base"
tumbler_020,Tumblers,train,lost_tumbler_20.png,found_tumbler_20.png,"Lime-green-to-mint gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching lime screw-top spout lid with lime O-ring loop, braided lime-green paracord wrist handle with lime buckle clasp, lime carabiner clip","Lime-green-to-mint gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching lime screw-top spout lid with lime O-ring loop, braided lime-green paracord wrist handle with silver metal carabiner clip"
tumbler_021,Tumblers,train,lost_tumbler_21.png,found_tumbler_21.png,"Pink-to-lavender gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching pink screw-top spout lid, rose-gold carabiner clip, braided pink-and-purple paracord wrist handle","Pink-to-lavender gradient RIC ""Creative Life"" insulated tumbler, glossy finish, matching pink screw-top spout lid, rose-gold carabiner clip, braided pink-and-purple paracord wrist handle"
tumbler_022,Tumblers,train,lost_tumbler_22.png,found_tumbler_22.png,"Purple-to-lilac gradient RIC ""Creative Life"" insulated tumbler, matte finish, solid purple flip-top straw lid with purple D-ring loop, light purple rubber boot base, braided purple-and-pink paracord wrist handle","Purple-to-lilac gradient RIC ""Creative Life"" insulated tumbler, matte finish, solid purple flip-top straw lid with purple D-ring loop, dark charcoal rubber boot base, braided purple-and-pink paracord wrist handle"
tumbler_023,Tumblers,train,lost_tumbler_23.png,found_tumbler_23.png,"Lavender-to-sky-blue gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching lavender screw-top spout lid with chevron texture, braided lavender-and-mint paracord wrist handle with lavender buckle clasps and silver carabiner","Lavender-to-sky-blue gradient RIC ""Creative Life"" insulated tumbler, matte finish, matching lavender screw-top spout lid with chevron texture, braided lavender-and-mint paracord wrist handle with lavender buckle clasps and purple carabiner"
tumbler_024,Tumblers,train,lost_tumbler_24.png,found_tumbler_24.png,"Teal Owala FreeSip insulated tumbler, glossy finish, lime-green push-button flip-top lid with built-in straw, lime-green accent band at neck, no carry strap attached","Teal Owala FreeSip insulated tumbler, matte finish, lime-green push-button flip-top lid with built-in straw, lime-green accent band at neck, no carry strap attached"
tumbler_025,Tumblers,train,lost_tumbler_25.png,found_tumbler_25.png,"Lime-yellow Owala insulated tumbler, matte finish, transparent push-button flip-top lid with green hinge, hot-pink accent band, mint-green collar ring, lime-green rubber boot base, green paracord wrist strap","Lime-yellow Owala insulated tumbler, matte finish, transparent push-button flip-top lid with green hinge, hot-pink accent band, mint-green collar ring, lime-green rubber boot base, thin single-cord green wrist loop"
tumbler_026,Tumblers,train,lost_tumbler_26.png,found_tumbler_26.png,"Magenta Owala insulated tumbler, matte finish, purple push-button flip-top lid with yellow-orange O-ring loop, teal accent band at neck, yellow ""owala"" logo on body","Magenta Owala insulated tumbler, matte finish, purple push-button flip-top lid with yellow-orange O-ring loop, navy accent band at neck, yellow ""owala"" logo on body"
tumbler_027,Tumblers,train,lost_tumbler_27.png,found_tumbler_27.png,"Matte black Owala FreeSip insulated tumbler, 32oz, all-black body and push-button flip-top lid with built-in straw, white-and-blue product label wrap on body, no carry strap attached","Matte black Owala FreeSip insulated tumbler, 32oz, all-black body and push-button flip-top lid with built-in straw, white-and-green product label wrap on body, no carry strap attached"
tumbler_028,Tumblers,train,lost_tumbler_28.png,found_tumbler_28.png,"Sky-blue Stanley ""Since 1913"" Flowstate Quencher insulated tumbler, 30oz, matte finish, matching blue flip-top lid with blue angular handle, silver steel collar, white product label wrap on body","Sky-blue Stanley ""Since 1913"" Flowstate Quencher insulated tumbler, 30oz, matte finish, matching blue flip-top lid with blue angular handle, silver steel collar, no product label wrap on body"
tumbler_029,Tumblers,train,lost_tumbler_29.png,found_tumbler_29.png,"Cream/beige Stanley Flowstate Quencher H2.0 insulated tumbler, 30oz, matte finish, light pink flip-top lid with pink angular handle, silver steel collar, white product label wrap on body","Cream/beige Stanley Flowstate Quencher H2.0 insulated tumbler, 30oz, matte finish, light pink flip-top lid with round loop handle, silver steel collar, white product label wrap on body"
tumbler_030,Tumblers,train,lost_tumbler_30.png,found_tumbler_30.png,"Magenta Stanley ""Since 1913"" IceFlow Flip Straw insulated tumbler, 30oz, matte finish, light pink flip-top straw lid, silver steel collar, white product label wrap on body, no carry handle attached","Magenta Stanley ""Since 1913"" IceFlow Flip Straw insulated tumbler, 30oz, glossy finish, light pink flip-top straw lid, silver steel collar, white product label wrap on body, no carry handle attached"
tumbler_031,Tumblers,train,lost_tumbler_31.png,found_tumbler_31.png,"Olive-green Stanley Flowstate Quencher H2.0 insulated tumbler, 30oz, matte finish, black flip-top lid with olive angular handle, silver steel collar, white product label wrap on body","Olive-green Stanley Flowstate Quencher H2.0 insulated tumbler, 30oz, matte finish, black flip-top lid with black angular handle, silver steel collar, white product label wrap on body"
tumbler_032,Tumblers,train,lost_tumbler_32.png,found_tumbler_32.png,"Mint/seafoam Stanley Flowstate Quencher H2.0 insulated tumbler, 30oz, matte finish, teal flip-top lid with teal angular handle, silver steel collar, white product label wrap on body","Mint/seafoam Stanley Flowstate Quencher H2.0 insulated tumbler, 30oz, matte finish, teal flip-top lid with teal angular handle, brushed stainless steel collar, white product label wrap on body"
tumbler_033,Tumblers,train,lost_tumbler_33.png,found_tumbler_33.png,"Magenta Stanley ""Since 1913"" IceFlow Flip Straw insulated tumbler, 30oz, matte finish, matching magenta flip-top straw lid with magenta angular carry handle, silver steel collar, white product label wrap on body","Magenta Stanley ""Since 1913"" IceFlow Flip Straw insulated tumbler, 30oz, matte finish, matching magenta flip-top straw lid with magenta round loop handle, silver steel collar, white product label wrap on body"
tumbler_034,Tumblers,train,lost_tumbler_34.png,found_tumbler_34.png,"Matte black Stanley tumbler, tall tapered silhouette, stainless steel band at neck, flip-top lid with push-button spout, metal side clips/bails","Matte black Stanley tumbler, tall tapered silhouette, stainless steel band at neck, flip-top lid with push-button spout, plastic side clips/bails"
tumbler_035,Tumblers,train,lost_tumbler_35.png,found_tumbler_35.png,"CIVAGO cream/off-white insulated travel mug, squat cylindrical body, dark chocolate-brown silicone band and C-shaped handle, cream oval push-button lid","CIVAGO cream/off-white insulated travel mug, squat cylindrical body, dark chocolate-brown silicone band and straight bar handle, cream oval push-button lid"
tumbler_036,Tumblers,val,lost_tumbler_36.png,found_tumbler_36.png,"CIVAGO baby blue insulated tumbler, tall cylindrical body, pastel pink silicone band and C-shaped handle, cream oval flip-top lid","CIVAGO baby blue insulated tumbler, tall cylindrical body, pastel pink silicone band and C-shaped handle, glossy transparent flip-top lid"
tumbler_037,Tumblers,val,lost_tumbler_37.png,found_tumbler_37.png,"CIVAGO lavender/lilac insulated tumbler, tall cylindrical body, pastel yellow silicone band and C-shaped handle, purple oval flip-top lid","CIVAGO lavender/lilac insulated tumbler, squat cylindrical body, pastel yellow silicone band and C-shaped handle, purple oval flip-top lid"
tumbler_038,Tumblers,val,lost_tumbler_38.png,found_tumbler_38.png,"CIVAGO large insulated jug, teal-to-black gradient ombre body, integrated top carry handle, flip-top spout lid, removable straw lid with side handle","CIVAGO large insulated jug, teal-to-black gradient ombre body, integrated top carry handle, screw-top wide-mouth lid, removable straw lid with side handle"
tumbler_039,Tumblers,val,lost_tumbler_39.png,found_tumbler_39.png,"CIVAGO large insulated jug, lavender-to-mint gradient ombre body, arched white/lavender carry handle, flip-top spout lid, removable straw lid with side handle","CIVAGO large insulated jug, lavender-to-mint gradient ombre body, thin wire carry handle, flip-top spout lid, removable straw lid with side handle"
tumbler_040,Tumblers,val,lost_tumbler_40.png,found_tumbler_40.png,"LINBAI matte pink insulated tumbler, tapered cylindrical body, clear/translucent snap lid, pink-and-white braided rope strap with gold carabiner clips, pink fluffy pom-pom charm","LINBAI matte pink insulated tumbler, tapered cylindrical body, clear/translucent snap lid, pink-and-white braided rope strap with silver carabiner clips, pink fluffy pom-pom charm"
tumbler_041,Tumblers,val,lost_tumbler_41.png,found_tumbler_41.png,"Matte black LINBAI insulated tumbler-mug, wide squat cylindrical body, clear/transparent snap lid with straw port, integrated C-shaped handle, crystal butterfly straw topper, black bead chain strap with carabiner clips","Matte black LINBAI insulated tumbler-mug, wide squat cylindrical body, clear/transparent snap lid with straw port, integrated C-shaped handle, crystal butterfly straw topper, braided rope strap with carabiner clips"
tumbler_042,Tumblers,val,lost_tumbler_42.png,found_tumbler_42.png,"Cream/off-white LINBAI large insulated tumbler, tall tapered body, brown rubber base boot, caramel-brown silicone lid band, clear snap lid with straw port, integrated C-shaped handle, brown fluffy pom-pom keychain charm","Cream/off-white LINBAI large insulated tumbler, tall tapered body, brown rubber base boot, caramel-brown silicone lid band, clear snap lid with straw port, integrated C-shaped handle, pink fluffy pom-pom keychain charm"
tumbler_043,Tumblers,val,lost_tumbler_43.png,found_tumbler_43.png,"Lavender/lilac LINBAI insulated flask, tall cylindrical body with rubber base boot, matching lavender flip-spout lid, silicone loop carry handle, iridescent purple heart-shaped bead strap","Lavender/lilac LINBAI insulated flask, tall cylindrical body with rubber base boot, matching lavender flip-spout lid, rigid top carry handle, iridescent purple heart-shaped bead strap"
tumbler_044,Tumblers,val,lost_tumbler_44.png,found_tumbler_44.png,"Cream/off-white LINBAI 16oz kids insulated flask, short stout cylindrical body, pastel pink rubber base boot, pink flip-straw lid with silicone loop handle","Cream/off-white LINBAI 16oz kids insulated flask, short stout cylindrical body, pastel pink rubber base boot, screw-top lid with silicone loop handle"
tumbler_045,Tumblers,val,lost_tumbler_45.png,found_tumbler_45.png,"White LINBAI insulated flask, tall cylindrical body, all-over pink and dark grey butterfly with hearts and bows tattoo-art print, pink silicone shoulder band","White LINBAI insulated flask, tall cylindrical body, all-over pink and dark grey butterfly with hearts and bows tattoo-art print, yellow silicone shoulder band"
tumbler_046,Tumblers,test,lost_tumbler_46.png,found_tumbler_46.png,"White LINBAI insulated flask, tall cylindrical body, all-over purple ribbon bow graphic print, purple screw-top sport lid with push-pull spout, purple rubber base boot","White LINBAI insulated flask, tall cylindrical body, all-over purple ribbon bow graphic print, purple screw-top sport lid with push-pull spout, black rubber base boot"
tumbler_047,Tumblers,test,lost_tumbler_47.png,found_tumbler_47.png,"Cream off-white insulated tumbler, all-over pastel pink tulip and butterfly line-art print on body, pink ribbed rubber base boot, pink flip-top lid with integrated hinge loop.","Cream off-white insulated tumbler, all-over pastel pink rose and ribbon line-art print on body, pink ribbed rubber base boot, pink flip-top lid with integrated hinge loop."
tumbler_048,Tumblers,test,lost_tumbler_48.png,found_tumbler_48.png,"Cream/off-white insulated tumbler, cylindrical two-tone body, all-over red cherry print on upper half, red ribbed silicone lower sleeve, red flip-straw lid with arched carry handle, red cartoon monster figure keychain","Cream/off-white insulated tumbler, cylindrical two-tone body, all-over red cherry print on upper half, smooth (non-ribbed) red silicone lower sleeve, red flip-straw lid with arched carry handle, red cartoon monster figure keychain"
tumbler_049,Tumblers,test,lost_tumbler_49.png,found_tumbler_49.png,"Lavender KADA insulated tumbler, tall cylindrical body, lavender and white gingham/plaid print on upper half, lavender ribbed silicone lower sleeve, pink push-button snap lid, lavender arched top carry handle, purple bubble-bead keychain charm","Lavender KADA insulated tumbler, tall cylindrical body, lavender and white gingham/plaid print on upper half, lavender ribbed silicone lower sleeve, pink push-button snap lid, lavender arched top carry handle, pink fluffy pom-pom keychain charm"
tumbler_050,Tumblers,test,lost_tumbler_50.png,found_tumbler_50.png,"Pink and white gingham checkered insulated tumbler, smooth upper body transitioning to pink vertically-ribbed rubber base, pink push-button flip-top lid, pink arched over-the-top carry handle.","Pink and white gingham checkered insulated tumbler, smooth upper body transitioning to pink vertically-ribbed rubber base, pink push-button flip-top lid, pink flat side-ring carry handle."
tumbler_051,Tumblers,train,lost_tumbler_51.png,found_tumbler_51.png,"Keepe Flask matte olive green steel insulated bottle, wide-mouth lid, silver carabiner clip, Keepe Flask wordmark on body, matching olive rubber base boot","Keepe Flask matte olive green steel insulated bottle, wide-mouth lid, black plastic snap buckle clip, Keepe Flask wordmark on body, matching olive rubber base boot"
tumbler_052,Tumblers,val,lost_tumbler_52.png,found_tumbler_52.png,"Keepe Flask matte white-to-lavender ombre steel insulated bottle, flip-top spout lid, K logo and Keepe Flask wordmark on body, matching lavender rubber base boot","Keepe Flask matte white-to-lavender ombre steel insulated bottle, flip-top spout lid, K logo and Keepe Flask wordmark on body, no rubber base boot"
tumbler_053,Tumblers,train,lost_tumbler_53.png,found_tumbler_53.png,"Keepe Flask matte tan/caramel steel insulated bottle, wide-mouth spout flip lid, K logo and Keepe Flask wordmark on body, matching tan rubber base boot","Keepe Flask matte tan/caramel steel insulated bottle, screw-cap flat lid, K logo and Keepe Flask wordmark on body, matching tan rubber base boot"
tumbler_054,Tumblers,train,lost_tumbler_54.png,found_tumbler_54.png,"Keepe Flask matte steel insulated bottle, blush pink body with coral-orange base boot and matching lid, yellow-green silicone loop handle, K logo and Keepe Flask wordmark on body","Keepe Flask matte steel insulated bottle, blush pink body with coral-orange base boot and matching lid, black carabiner clip handle, K logo and Keepe Flask wordmark on body"
tumbler_055,Tumblers,train,lost_tumbler_55.png,found_tumbler_55.png,"Dark brown/maroon ribbed glass tumbler, vertical fluted body, silver ball-chain with pink rubber daisy flower charm, printed label sticker on body","Dark brown/maroon ribbed glass tumbler, vertical fluted body, long thin lanyard strap with pink rubber daisy flower charm, printed label sticker on body"
tumbler_056,Tumblers,train,lost_tumbler_56.png,found_tumbler_56.png,"Dark forest green ribbed glass tumbler, vertical fluted body, green matching straw, green rope wrist loop with small flower charm pendant","Dark forest green ribbed glass tumbler, vertical fluted body, green matching straw, pink braided fabric wrist loop with small flower charm pendant"
tumbler_057,Tumblers,val,lost_tumbler_57.png,found_tumbler_57.png,"Smoke grey ribbed glass tumbler, vertical fluted body, black flat straw lid with metal straw, black rubber daisy flower charm attached to side","Smoke grey ribbed glass tumbler, vertical fluted body, black flat straw lid with metal straw, pink rubber daisy flower charm attached to side"
tumbler_058,Tumblers,train,lost_tumbler_58.png,found_tumbler_58.png,"Blush pink collapsible silicone water bottle, geometric criss-cross panel texture across body, matching pink screw-top lid, integrated silicone carry loop","Blush pink collapsible silicone water bottle, geometric criss-cross panel texture across body, hinged flip-top spout lid, integrated silicone carry loop"
tumbler_059,Tumblers,test,lost_tumbler_59.png,found_tumbler_59.png,"Grey collapsible silicone water bottle, geometric criss-cross panel texture across body, integrated matching silicone carry loop","Grey collapsible silicone water bottle, smooth untextured body, integrated matching silicone carry loop"
tumbler_060,Tumblers,train,lost_tumbler_60.png,found_tumbler_60.png,"Sage green collapsible silicone water bottle, geometric criss-cross panel texture across body, matching sage screw-top lid, integrated silicone carry strap","Sage green collapsible silicone water bottle, geometric criss-cross panel texture across body, matching sage screw-top lid, detachable carabiner clip handle"
tumbler_061,Tumblers,train,lost_tumbler_61.png,found_tumbler_61.png,"Dark charcoal gray collapsible silicone water bottle, accordion ribbed body, flat stainless steel screw-on lid, small silver carabiner clip attached to lid ring","Dark charcoal gray collapsible silicone water bottle, accordion ribbed body, flat stainless steel screw-on lid, no carabiner clip"
tumbler_062,Tumblers,test,lost_tumbler_62.png,found_tumbler_62.png,"Lavender/light purple collapsible silicone water bottle, accordion ribbed body, flat stainless steel screw-on lid, small silver carabiner clip attached at neck","Lavender/light purple collapsible silicone water bottle, smooth non-ribbed body, flat stainless steel screw-on lid, small silver carabiner clip attached at neck"
tumbler_063,Tumblers,train,lost_tumbler_63.png,found_tumbler_63.png,"WRELS soft flask, frosted translucent TPU body with purple ""WRELS"" branding, purple base, narrow push-pull spout with loop tether at top","WRELS soft flask, frosted translucent TPU body with purple ""WRELS"" branding, purple base, wide bite-valve spout with loop tether at top"
tumbler_064,Tumblers,val,lost_tumbler_64.png,found_tumbler_64.png,"WRELS soft flask, light blue translucent TPU body with white ""WRELS Love Life Love Sports"" branding, narrow push-pull spout at top, small loop finger hole at base","WRELS soft flask, light blue translucent TPU body with white ""WRELS Love Life Love Sports"" branding, wide screw-cap spout at top, small loop finger hole at base"
tumbler_065,Tumblers,test,lost_tumbler_65.png,found_tumbler_65.png,"WRELS matte black soft flask, black TPU body with white ""WRELS Love Life Love Sports"" branding, narrow push-pull spout with loop tether at top, white measurement markings on reverse","WRELS matte black soft flask, black TPU body with white ""WRELS Love Life Love Sports"" branding, narrow push-pull spout with loop tether at top, no measurement markings on reverse"
tumbler_066,Tumblers,test,lost_tumbler_66.png,found_tumbler_66.png,"WRELS matte black soft flask, black TPU body with white ""WRELS Love Life Love Sports"" branding, narrow push-pull spout with loop tether at top, visible wet/weathered surface texture","WRELS matte black soft flask, black TPU body with white ""WRELS Love Life Love Sports"" branding, wide screw-cap spout with loop tether at top, visible wet/weathered surface texture"
tumbler_067,Tumblers,train,lost_tumbler_67.png,found_tumbler_67.png,"Blue collapsible soft flask, smooth semi-transparent TPU body with no visible branding on front, narrow push-pull spout with gray collar and loop tether at top","Blue collapsible soft flask, smooth semi-transparent TPU body with no visible branding on front, wide screw-cap spout with gray collar and loop tether at top"
tumbler_068,Tumblers,train,lost_tumbler_68.png,found_tumbler_68.png,"Cream/off-white matte steel wide-mouth tumbler, ""DOUBLE WALL VACUUM BOTTLE"" label with green and yellow branding sticker on body, wide flat screw-on lid with integrated carry handle loop, no branding on body itself","Cream/off-white matte steel wide-mouth tumbler, ""DOUBLE WALL VACUUM BOTTLE"" label with green and yellow branding sticker on body, narrow screw-on lid with no carry handle loop, no branding on body itself"
tumbler_069,Tumblers,train,lost_tumbler_69.png,found_tumbler_69.png,"Lavender/light purple matte steel tall tumbler, smooth cylindrical body, matching purple flat lid with integrated arc carry handle, no visible branding","Lavender/light purple matte steel tall tumbler, smooth cylindrical body, matching purple flat lid with a side-mounted carabiner clip instead of arc handle, no visible branding"
tumbler_070,Tumblers,test,lost_tumbler_70.png,found_tumbler_70.png,"Hot pink/magenta transparent plastic skull-shaped water bottle, embossed skull face with eye and nose details on body, pink matte screw-on cylindrical lid with small loop handle on top, glossy transparent body","Hot pink/magenta transparent plastic skull-shaped water bottle, embossed skull face with eye and nose details on body, pink matte screw-on cylindrical lid with small loop handle on top, matte opaque body"
tumbler_071,Tumblers,train,lost_tumbler_71.png,found_tumbler_71.png,"Red glossy translucent plastic bear/snowman-shaped water bottle, double-lobed rounded body with embossed face details, red matte flip-top screw lid with small tab, no branding visible","Red glossy translucent plastic bear/snowman-shaped water bottle, double-lobed rounded body with embossed face details, red matte push-pull sport spout lid with small tab, no branding visible"
tumbler_072,Tumblers,train,lost_tumbler_72.png,found_tumbler_72.png,"Teal/dark cyan matte steel cylindrical travel tumbler, smooth body, ""TRAVEL TUMBLER warm"" white paper wrap label, push-pull sport spout lid with integrated mouthpiece, no carry handle","Teal/dark cyan matte steel cylindrical travel tumbler, smooth body, ""TRAVEL TUMBLER warm"" white paper wrap label, flat screw-on lid with no sport spout, no carry handle"
tumbler_073,Tumblers,train,lost_tumbler_73.png,found_tumbler_73.png,"Khaki/olive beige matte steel tall cylindrical tumbler, smooth featureless body, matching beige flat lid with integrated D-ring carry handle on top, no branding or labels","Khaki/olive beige matte steel tall cylindrical tumbler, smooth featureless body, matching beige flat lid with integrated arc carry handle on top, no branding or labels"
tumbler_074,Tumblers,train,lost_tumbler_74.png,found_tumbler_74.png,"Matte black steel cylindrical tumbler, smooth body, black push-pull sport spout lid with rounded mouthpiece nozzle, no branding or labels visible","Matte black steel cylindrical tumbler, smooth body, black flat screw-on lid with no sport spout, no branding or labels visible"
tumbler_075,Tumblers,train,lost_tumbler_75.png,found_tumbler_75.png,"Pale pink HML Life mini thermos, matte finish, mushroom-shaped rounded cap, hot pink paracord wrist strap with knotted tassel, silver carabiner clip at top, thin hot pink silicone band at neck","Pale pink HML Life mini thermos, matte finish, mushroom-shaped rounded cap, hot pink paracord wrist strap with knotted tassel, silver carabiner clip at top, thin hot pink screw-threaded metal band at neck"
tumbler_076,Tumblers,train,lost_tumbler_76.png,found_tumbler_76.png,"Pale lavender HML Life mini thermos, glossy finish, mushroom-shaped rounded cap, purple accent band at neck, silver carabiner clip at top","Pale lavender HML Life mini thermos, matte finish, mushroom-shaped rounded cap, purple accent band at neck, silver carabiner clip at top"
tumbler_077,Tumblers,train,lost_tumbler_77.png,found_tumbler_77.png,"White ChillTa wide-body tumbler, matte finish, multicolor push-button flip lid with pink dome, yellow-green silicone band, light blue loop carry handle","White ChillTa wide-body tumbler, matte finish, multicolor push-button flip lid with pink dome, yellow-green silicone band, thick sturdy top-mounted handle"
tumbler_078,Tumblers,val,lost_tumbler_78.png,found_tumbler_78.png,"Pastel pink large thermos, matte powder-coat finish, integrated pink carry handle on lavender screw-top lid, wide cylindrical body","Pastel pink large thermos, matte powder-coat finish, side-mounted foldable carry handle on lavender screw-top lid, wide cylindrical body"
tumbler_079,Tumblers,test,lost_tumbler_79.png,found_tumbler_79.png,"Light blue ChillTa wide-body tumbler, matte finish, multicolor push-button flip lid with pink dome, yellow-green silicone band, light blue loop carry handle","Light blue ChillTa wide-body tumbler, glossy finish, multicolor push-button flip lid with pink dome, yellow-green silicone band, light blue loop carry handle"
tumbler_080,Tumblers,train,lost_tumbler_80.png,found_tumbler_80.png,"Lime green ChillTa wide-body tumbler, matte finish, multicolor push-button flip lid with pink dome, yellow-green silicone band, light blue loop carry handle","Lime green ChillTa wide-body tumbler, matte finish, multicolor push-button flip lid with blue dome, yellow-green silicone band, light blue loop carry handle"
tumbler_081,Tumblers,train,lost_tumbler_81.png,found_tumbler_81.png,"Pink Smiley Cup tall thermos, matte finish, white mid-section with side ring loop, blue rounded screw-top lid, bold white ""SMILEY CUP"" text on body","Pink Smiley Cup tall thermos, matte finish, white mid-section with clip-on carabiner loop, blue rounded screw-top lid, bold white ""SMILEY CUP"" text on body"
tumbler_082,Tumblers,train,lost_tumbler_82.png,found_tumbler_82.png,"Lime green Smiley Cup tall thermos, matte finish, white mid-section, purple push-button flip lid, purple silicone loop carry ring on side, bold white ""SMILEY CUP"" text on body","Lime green Smiley Cup tall thermos, matte finish, white mid-section, purple push-button flip lid, thin braided cord carry strap on side, bold white ""SMILEY CUP"" text on body"
tumbler_083,Tumblers,train,lost_tumbler_83.png,found_tumbler_83.png,"Cream white Spout travel mug, wide cylindrical body, pink snap-on lid, salmon-pink wraparound label band on lower body, hot pink sealing ring between lid and body","Cream white Spout travel mug, wide cylindrical body, pink snap-on lid, salmon-pink wraparound label band on lower body, thin dark red sealing ring between lid and body"
tumbler_084,Tumblers,test,lost_tumbler_84.png,found_tumbler_84.png,"Pale pink/lavender Spout travel mug, wide cylindrical body, lilac snap-on lid, wraparound label band on lower body, hot pink sealing ring between lid and body","Pale pink/lavender Spout travel mug, wide cylindrical body, white snap-on lid, wraparound label band on lower body, hot pink sealing ring between lid and body"
tumbler_085,Tumblers,train,lost_tumbler_85.png,found_tumbler_85.png,"White matte straight-walled tumbler, smooth finish, blush pink flat silicone lid, deep burgundy sealing ring at lid junction, no handle","White matte straight-walled tumbler, smooth finish, blush pink flat silicone lid, thin white sealing ring at lid junction, no handle"
tumbler_086,Tumblers,train,lost_tumbler_86.png,found_tumbler_86.png,"Dusty mauve matte tumbler, soft-touch rubbery finish, pale lavender flat silicone lid, deep purple sealing ring at lid junction, straight cylindrical body, no handle","Dusty mauve matte tumbler, glossy ceramic finish, pale lavender flat silicone lid, deep purple sealing ring at lid junction, straight cylindrical body, no handle"
tumbler_087,Tumblers,train,lost_tumbler_87.png,found_tumbler_87.png,"Sage green Spout travel mug, slightly tapered cylindrical body, white flat snap-on lid, purple sealing ring at lid junction, matte finish","Sage green Spout travel mug, sharply tapered hourglass cylindrical body, white flat snap-on lid, purple sealing ring at lid junction, matte finish"
tumbler_088,Tumblers,train,lost_tumbler_88.png,found_tumbler_88.png,"Dark navy/indigo matte tumbler, straight cylindrical body, warm taupe/brown flat lid, thin white accent line at lid junction, no handle","Dark navy/indigo matte tumbler, straight cylindrical body, warm taupe/brown flat lid, thin gold accent line at lid junction, no handle"
tumbler_089,Tumblers,train,lost_tumbler_89.png,found_tumbler_89.png,"Rose gold/copper metallic mini thermos, glittery sparkle finish, short squat body, silver mushroom-shaped screw cap, black rubber sealing ring at neck junction","Rose gold/copper metallic mini thermos, glittery sparkle finish, short squat body, silver mushroom-shaped screw cap, no visible sealing ring at neck junction"
tumbler_090,Tumblers,train,lost_tumbler_90.png,found_tumbler_90.png,"Matte black mini thermos, smooth soft-touch finish, short squat body, silver mushroom-shaped screw cap, black rubber sealing ring at neck junction","Matte black mini thermos, glossy lacquer finish, short squat body, silver mushroom-shaped screw cap, black rubber sealing ring at neck junction"
tumbler_091,Tumblers,test,lost_tumbler_91.png,found_tumbler_91.png,"Mint green metallic mini thermos, fine sparkle finish, short squat body, silver mushroom-shaped screw cap with integrated carry ring, black rubber sealing ring at neck junction","Mint green metallic mini thermos, fine sparkle finish, short squat body, silver mushroom-shaped screw cap with integrated carry ring, wide chrome-plated sealing ring at neck junction"
tumbler_092,Tumblers,train,lost_tumbler_92.png,found_tumbler_92.png,"White PoliFlask gourd-shaped mini thermos, matte silicone body with pinched waist, flat push-on lid, silver carabiner clip at lid, paracord wrist strap with coiled bead detail","White PoliFlask gourd-shaped mini thermos, matte silicone body with pinched waist, flat push-on lid, silver carabiner clip at lid, thin braided nylon wrist strap"
tumbler_093,Tumblers,val,lost_tumbler_93.png,found_tumbler_93.png,"Cream/off-white gourd-shaped tumbler, matte ceramic-look finish, pinched waist silhouette, terracotta brown silicone flat lid, small orange ""coffee"" text on lower body","Cream/off-white gourd-shaped tumbler, matte ceramic-look finish, pinched waist silhouette, sage green silicone flat lid, small orange ""coffee"" text on lower body"
tumbler_094,Tumblers,train,lost_tumbler_94.png,found_tumbler_94.png,"White PoliFlask gourd-shaped mini thermos, matte silicone body with pinched waist, powder blue flat push-on lid with small loop tab, ""PoliFlask"" logo on body","White PoliFlask gourd-shaped mini thermos, matte silicone body with straight cylindrical shape, powder blue flat push-on lid with small loop tab, ""PoliFlask"" logo on body"
